employee_id,institution,date_of_birth,gender,age_group,job_role,years_of_experience,department,language_proficiency,ethnicity,educational_institute,punctuality,problem_solving,leadership,collaboration,communication,deadline_adherence_rate,adherence_level,avg_response_time,response_time_level,no_of_meetings_attended,no_of_subordinates,decision_contribution,learning_hours_per_month,type_of_learning,team_engagement_frequency,completed_storypoint_ratio,completed_story_points,assigned_story_points,project_id,project_name,duration_weeks,relative_effort,team_size,project_complexity,rework_count,no_pay_leave,blockers,metric_1_name,metric_1_value,metric_2_name,metric_2_value,metric_3_name,metric_3_value,metric_4_name,metric_4_value,metric_5_name,metric_5_value,metric_6_name,metric_6_value,metric_7_name,metric_7_value
257,Company_R,1992-11-04,Male,31-35,DevOps Engineer,12,DevOps,Sinhala,Sinhala,University_P,1,2,4,1,4,99.18,5,10.98,3,5,4,4,15,Research & innovation,6,0.67,36,54,19,E-Commerce Platform,48,390,12,2.33,4,7,5,tasks_completed,5,project_delay (days),8,changing_relative_effort,113,sprint_velocity,48,team_velocity,57,stakeholder_satisfaction(1-5),5,milestone_completion_rate,4
258,Company_H,1982-09-14,Male,41-45,DevOps Engineer,22,DevOps,English,Sinhala,University_D,5,2,1,3,3,51.81,2,3,5,18,7,5,3,On-the-job learning,1,0.73,46,63,17,Learning Management System,51,253,13,3.77,1,7,0,tasks_completed,4,project_delay (days),2,changing_relative_effort,156,sprint_velocity,43,team_velocity,46,stakeholder_satisfaction(1-5),4,milestone_completion_rate,4
259,Company_G,1990-09-08,Female,31-35,Business Analyst,14,Business Analysis,English,Tamil,University_E,3,4,2,4,4,99.41,5,22.82,1,11,4,1,23,Self-learning,8,0.57,44,77,4,Loan Origination System,28,113,6,1.58,0,9,1,total_test_cases_executed,71,total_pass_test_cases,62,total_bugs_detected,21,defect_reopened_count,3,total_documents_created,1,document_quality (1-5),1,test_execution_time (hrs),8
260,Company_K,2002-05-03,Female,20-25,Business Analyst,2,Business Analysis,Sinhala,Muslim,University_N,1,4,3,5,2,96.1,5,6.52,5,25,15,3,0,Research & innovation,2,0.42,30,72,14,Digital Wallet Platform,4,283,15,7.28,5,2,0,total_deployments,20,successful_deployments,3,deployment_time_efficiency,0.91,incident_count,4,system_downtime (hrs),45.7,automated_pipeline_stages,4,total_pipeline_stages,6
261,Company_I,1985-12-15,Male,36-40,Software Engineer,19,Development,Sinhala,Tamil,University_L,5,1,5,1,3,78.57,3,1.23,4,15,7,1,32,Self-learning,7,0.96,23,24,10,Government Tax Portal,50,247,6,6.46,5,2,4,total_test_cases_executed,83,total_pass_test_cases,64,total_bugs_detected,1,defect_reopened_count,0,total_documents_created,8,document_quality (1-5),4,test_execution_time (hrs),4
262,Company_A,2000-11-21,Male,20-25,Software Engineer,4,Development,Tamil,Muslim,University_K,2,5,5,4,1,83.35,3,9.07,3,25,8,5,26,Self-learning,7,0.71,56,79,9,Customer Portal,46,119,10,6.7,3,1,5,tasks_assigned,15,tasks_completed,14,tasks_on_time,3,bug_count,18,bugs_fixed_count,2,code_quality (1-10),7,rework_count,3
263,Company_H,1994-07-05,Male,26-30,DevOps Engineer,10,DevOps,Tamil,Tamil,University_B,2,2,5,3,4,55.65,2,1.87,1,10,0,1,7,Online courses / certifications,6,0.95,102,107,17,Learning Management System,51,50,6,1.56,4,3,3,total_deployments,14,successful_deployments,5,deployment_time_efficiency,0.84,incident_count,10,system_downtime (hrs),44.8,automated_pipeline_stages,3,total_pipeline_stages,6
264,Company_C,1984-01-16,Female,36-40,Business Analyst,20,Business Analysis,Tamil,Sinhala,University_M,5,2,5,4,3,99.57,5,10.32,3,25,9,4,10,Formal training,5,0.79,64,81,23,Delivery Service App,22,410,8,1.53,2,2,5,total_deployments,7,successful_deployments,3,deployment_time_efficiency,0.79,incident_count,0,system_downtime (hrs),44.3,automated_pipeline_stages,3,total_pipeline_stages,10
265,Company_B,1989-09-22,Female,31-35,Project Manager,15,Project Management,Tamil,Tamil,University_J,4,3,1,5,3,33.57,1,17.14,3,7,20,3,18,On-the-job learning,10,0.55,31,56,6,Supply Chain Tracker,7,485,13,3.74,5,2,4,total_deployments,5,successful_deployments,3,deployment_time_efficiency,0.79,incident_count,4,system_downtime (hrs),43.1,automated_pipeline_stages,4,total_pipeline_stages,5
266,Company_F,2000-10-16,Female,20-25,DevOps Engineer,4,DevOps,Tamil,Muslim,University_S,2,1,5,5,2,92.28,4,15.45,1,18,10,2,0,Knowledge sharing,5,0.98,56,57,7,Payroll Automation,44,419,8,3.21,0,3,3,tasks_assigned,20,tasks_completed,10,tasks_on_time,9,bug_count,5,bugs_fixed_count,5,code_quality (1-10),8,rework_count,5
267,Company_J,2002-05-12,Female,20-25,Business Analyst,2,Business Analysis,English,Muslim,University_E,5,5,5,4,1,64.71,2,15.9,2,16,16,3,12,Self-learning,6,0.51,19,37,1,Logistics Dashboard,23,342,4,1.89,0,8,1,total_test_cases_executed,61,total_pass_test_cases,52,total_bugs_detected,22,defect_reopened_count,0,total_documents_created,7,document_quality (1-5),3,test_execution_time (hrs),6
268,Company_K,1996-12-06,Male,26-30,Software Engineer,8,Development,Sinhala,Tamil,University_U,5,5,5,5,4,75.85,3,19.65,4,19,17,1,22,Self-learning,2,0.71,30,42,14,Digital Wallet Platform,39,181,15,7.78,0,1,4,tasks_completed,10,project_delay (days),11,changing_relative_effort,189,sprint_velocity,20,team_velocity,47,stakeholder_satisfaction(1-5),5,milestone_completion_rate,4
269,Company_S,1992-06-17,Female,31-35,Business Analyst,12,Business Analysis,Tamil,Tamil,University_J,2,2,4,2,1,70.63,3,18.31,1,23,15,5,13,Formal training,6,0.97,60,62,13,CRM Platform,17,352,7,3.5,5,9,3,tasks_assigned,7,tasks_completed,5,tasks_on_time,2,bug_count,8,bugs_fixed_count,6,code_quality (1-10),7,rework_count,1
270,Company_R,1990-10-23,Female,31-35,Project Manager,14,Project Management,Sinhala,Muslim,University_N,4,5,3,3,2,88.79,4,16.31,3,3,7,2,5,Self-learning,9,0.94,45,48,19,E-Commerce Platform,21,113,10,1.99,4,6,0,total_test_cases_executed,52,total_pass_test_cases,40,total_bugs_detected,2,defect_reopened_count,1,total_documents_created,15,document_quality (1-5),2,test_execution_time (hrs),3
271,Company_H,2001-10-12,Male,20-25,QA Engineer,3,QA,English,Muslim,University_T,3,5,5,1,2,44.34,1,16.58,2,5,7,2,22,Knowledge sharing,5,0.5,33,66,17,Learning Management System,15,226,14,7.67,4,8,4,total_deployments,13,successful_deployments,7,deployment_time_efficiency,0.71,incident_count,4,system_downtime (hrs),0.5,automated_pipeline_stages,3,total_pipeline_stages,5
272,Company_C,1982-01-24,Female,41-45,Business Analyst,22,Business Analysis,English,Sinhala,University_R,3,2,1,2,2,77.59,3,0.75,4,24,1,2,11,Self-learning,8,0.67,66,99,23,Delivery Service App,9,374,3,1.69,1,1,1,tasks_completed,19,project_delay (days),1,changing_relative_effort,71,sprint_velocity,57,team_velocity,38,stakeholder_satisfaction(1-5),3,milestone_completion_rate,3
273,Company_R,1986-07-17,Male,36-40,QA Engineer,18,QA,Tamil,Muslim,University_P,2,4,1,5,2,97.07,5,17.36,3,12,12,3,35,Research & innovation,7,0.95,52,55,19,E-Commerce Platform,47,441,10,9.13,1,1,2,tasks_assigned,9,tasks_completed,9,tasks_on_time,5,bug_count,1,bugs_fixed_count,1,code_quality (1-10),6,rework_count,1
274,Company_O,1985-06-11,Male,36-40,Software Engineer,19,Development,English,Sinhala,University_S,1,2,5,4,5,80.64,3,17.43,3,24,17,1,20,Online courses / certifications,2,0.96,27,28,20,Banking Mobile App,43,285,7,3.69,0,0,2,tasks_completed,6,project_delay (days),12,changing_relative_effort,140,sprint_velocity,10,team_velocity,26,stakeholder_satisfaction(1-5),3,milestone_completion_rate,2
275,Company_T,1981-03-09,Female,41-45,Software Engineer,23,Development,Sinhala,Muslim,University_F,3,5,2,4,4,74.62,3,14.26,5,3,13,4,31,On-the-job learning,4,0.92,85,92,3,Insurance Claims Platform,26,495,13,2.79,1,4,0,total_deployments,5,successful_deployments,3,deployment_time_efficiency,0.59,incident_count,5,system_downtime (hrs),43.2,automated_pipeline_stages,3,total_pipeline_stages,6
276,Company_J,1987-04-22,Female,36-40,Software Engineer,17,Development,Sinhala,Muslim,University_O,2,4,3,5,4,85.94,4,8.26,3,8,14,4,35,On-the-job learning,10,0.67,38,57,1,Logistics Dashboard,7,397,15,4.08,4,0,3,tasks_assigned,20,tasks_completed,10,tasks_on_time,4,bug_count,15,bugs_fixed_count,2,code_quality (1-10),8,rework_count,1
277,Company_S,1992-04-16,Male,31-35,Software Engineer,12,Development,Tamil,Sinhala,University_K,2,4,4,4,4,34.36,1,14.51,4,17,4,2,31,Online courses / certifications,1,0.95,73,77,13,CRM Platform,5,365,5,1.82,0,6,3,total_test_cases_executed,77,total_pass_test_cases,39,total_bugs_detected,22,defect_reopened_count,20,total_documents_created,4,document_quality (1-5),2,test_execution_time (hrs),5
278,Company_O,2001-07-06,Female,20-25,Software Engineer,3,Development,Sinhala,Muslim,University_J,5,2,4,1,2,81.07,3,13.17,1,3,20,2,26,Online courses / certifications,1,0.48,20,42,20,Banking Mobile App,35,236,7,3.74,0,10,0,total_deployments,18,successful_deployments,4,deployment_time_efficiency,0.53,incident_count,5,system_downtime (hrs),35.7,automated_pipeline_stages,6,total_pipeline_stages,7
279,Company_O,1989-02-16,Male,31-35,DevOps Engineer,15,DevOps,Tamil,Sinhala,University_Q,1,3,1,5,3,99.4,5,11.54,1,16,0,4,19,Online courses / certifications,9,0.5,37,74,20,Banking Mobile App,52,486,15,9.16,2,5,3,tasks_completed,4,project_delay (days),29,changing_relative_effort,161,sprint_velocity,14,team_velocity,50,stakeholder_satisfaction(1-5),3,milestone_completion_rate,5
280,Company_D,1979-02-04,Male,41-45,QA Engineer,25,QA,English,Tamil,University_A,1,5,1,3,5,21.02,1,17.21,4,5,16,2,10,Knowledge sharing,10,0.55,12,22,5,Hospital Information System,40,161,11,7.27,4,7,4,tasks_completed,17,project_delay (days),8,changing_relative_effort,127,sprint_velocity,24,team_velocity,38,stakeholder_satisfaction(1-5),4,milestone_completion_rate,3
281,Company_I,1990-11-04,Female,31-35,QA Engineer,14,QA,Tamil,Sinhala,University_L,4,2,1,2,2,26.85,1,0.73,3,19,19,4,3,None observed,8,0.45,24,53,10,Government Tax Portal,43,200,7,9.87,5,0,2,total_deployments,8,successful_deployments,4,deployment_time_efficiency,0.42,incident_count,0,system_downtime (hrs),25.8,automated_pipeline_stages,2,total_pipeline_stages,8
282,Company_Q,1980-09-07,Female,41-45,DevOps Engineer,24,DevOps,Tamil,Sinhala,University_R,4,5,3,2,4,57.81,2,9.4,1,3,5,1,19,Knowledge sharing,9,0.57,24,42,18,Smart Grid Monitor,50,142,12,3.54,2,2,1,tasks_completed,13,project_delay (days),21,changing_relative_effort,98,sprint_velocity,14,team_velocity,29,stakeholder_satisfaction(1-5),1,milestone_completion_rate,2
283,Company_G,1994-11-14,Female,26-30,Business Analyst,10,Business Analysis,Sinhala,Tamil,University_K,1,5,1,5,3,99.35,5,18.74,1,12,8,2,3,None observed,5,0.76,44,58,4,Loan Origination System,12,295,14,6.07,3,2,2,tasks_assigned,15,tasks_completed,8,tasks_on_time,2,bug_count,7,bugs_fixed_count,0,code_quality (1-10),6,rework_count,2
284,Company_F,1992-01-08,Male,31-35,Software Engineer,12,Development,Sinhala,Muslim,University_E,5,4,3,5,4,79.57,3,22.01,3,11,0,1,6,Knowledge sharing,7,0.68,61,90,7,Payroll Automation,18,102,6,4.22,4,5,0,total_test_cases_executed,56,total_pass_test_cases,5,total_bugs_detected,28,defect_reopened_count,1,total_documents_created,10,document_quality (1-5),2,test_execution_time (hrs),5
285,Company_J,1981-01-05,Female,41-45,Software Engineer,23,Development,Sinhala,Muslim,University_O,5,5,2,2,5,80.4,3,14.45,3,11,14,2,13,None observed,2,0.42,28,67,1,Logistics Dashboard,8,107,11,4.85,5,4,1,tasks_assigned,7,tasks_completed,3,tasks_on_time,1,bug_count,5,bugs_fixed_count,3,code_quality (1-10),4,rework_count,3
286,Company_E,1981-08-17,Female,41-45,QA Engineer,23,QA,Tamil,Sinhala,University_R,4,3,4,1,3,27.63,1,20.22,4,16,2,2,21,On-the-job learning,2,0.6,62,104,22,Marketing Management System,27,51,5,9.95,0,5,4,total_test_cases_executed,70,total_pass_test_cases,17,total_bugs_detected,29,defect_reopened_count,3,total_documents_created,1,document_quality (1-5),5,test_execution_time (hrs),4
287,Company_E,1981-11-12,Male,41-45,Software Engineer,23,Development,Sinhala,Tamil,University_I,5,4,4,5,5,95.92,5,22.97,3,2,11,1,9,None observed,6,0.73,53,73,22,Marketing Management System,8,294,15,6.35,1,0,1,total_test_cases_executed,56,total_pass_test_cases,9,total_bugs_detected,2,defect_reopened_count,0,total_documents_created,2,document_quality (1-5),1,test_execution_time (hrs),8
288,Company_P,2002-06-25,Male,20-25,DevOps Engineer,2,DevOps,English,Sinhala,University_R,1,2,5,2,3,97.51,5,21.08,3,1,17,4,35,None observed,1,0.96,107,111,11,Telecom Billing System,47,498,9,5.99,2,9,4,total_test_cases_executed,49,total_pass_test_cases,45,total_bugs_detected,7,defect_reopened_count,6,total_documents_created,15,document_quality (1-5),2,test_execution_time (hrs),10
289,Company_E,1985-06-06,Female,36-40,Business Analyst,19,Business Analysis,English,Muslim,University_C,1,4,4,3,3,72.75,3,14.06,3,18,2,4,25,On-the-job learning,5,0.69,22,32,22,Marketing Management System,8,235,11,8.01,2,0,1,tasks_completed,10,project_delay (days),5,changing_relative_effort,188,sprint_velocity,16,team_velocity,24,stakeholder_satisfaction(1-5),2,milestone_completion_rate,1
290,Company_B,1984-10-25,Male,36-40,DevOps Engineer,20,DevOps,Sinhala,Muslim,University_T,2,3,3,1,1,31.88,1,4.07,5,11,17,3,26,None observed,7,0.7,62,88,6,Supply Chain Tracker,25,258,13,5.53,4,2,0,total_deployments,19,successful_deployments,12,deployment_time_efficiency,0.63,incident_count,0,system_downtime (hrs),13.9,automated_pipeline_stages,3,total_pipeline_stages,10
291,Company_P,1999-04-13,Female,20-25,DevOps Engineer,5,DevOps,Tamil,Tamil,University_C,3,1,3,2,1,93.18,4,11.45,5,10,20,4,2,None observed,10,0.59,65,110,11,Telecom Billing System,10,462,2,2.28,2,8,0,tasks_completed,16,project_delay (days),3,changing_relative_effort,166,sprint_velocity,30,team_velocity,30,stakeholder_satisfaction(1-5),5,milestone_completion_rate,2
292,Company_E,1994-02-04,Female,26-30,Business Analyst,10,Business Analysis,Tamil,Tamil,University_P,1,3,2,5,3,71.74,3,11.86,5,18,18,5,15,None observed,10,0.88,102,116,22,Marketing Management System,36,280,6,8.9,5,0,4,total_deployments,2,successful_deployments,2,deployment_time_efficiency,0.85,incident_count,8,system_downtime (hrs),0.4,automated_pipeline_stages,2,total_pipeline_stages,6
293,Company_R,1990-11-17,Male,31-35,Project Manager,14,Project Management,Tamil,Muslim,University_U,1,3,3,1,4,99.33,5,20.49,4,5,10,5,30,Self-learning,8,0.7,26,37,19,E-Commerce Platform,17,409,13,5.29,2,7,0,tasks_completed,18,project_delay (days),4,changing_relative_effort,170,sprint_velocity,19,team_velocity,60,stakeholder_satisfaction(1-5),2,milestone_completion_rate,3
294,Company_Q,1991-12-29,Female,31-35,DevOps Engineer,13,DevOps,Tamil,Muslim,University_T,4,4,4,5,5,92.77,4,15.63,2,12,1,1,32,On-the-job learning,9,0.5,11,22,18,Smart Grid Monitor,30,318,5,7.03,2,2,0,total_test_cases_executed,21,total_pass_test_cases,13,total_bugs_detected,10,defect_reopened_count,4,total_documents_created,3,document_quality (1-5),2,test_execution_time (hrs),9
295,Company_K,1985-05-04,Female,36-40,DevOps Engineer,19,DevOps,English,Tamil,University_N,2,4,1,3,3,67.53,2,19.92,4,18,9,5,17,Formal training,9,0.78,45,58,14,Digital Wallet Platform,11,455,12,4.66,4,0,3,total_test_cases_executed,26,total_pass_test_cases,20,total_bugs_detected,14,defect_reopened_count,10,total_documents_created,10,document_quality (1-5),1,test_execution_time (hrs),3
296,Company_L,1984-10-24,Female,36-40,Business Analyst,20,Business Analysis,Tamil,Sinhala,University_C,2,3,2,1,2,28.93,1,1.49,2,20,5,2,14,Online courses / certifications,10,0.7,19,27,21,Medi Care App,37,441,7,2.02,1,7,3,tasks_assigned,16,tasks_completed,6,tasks_on_time,4,bug_count,19,bugs_fixed_count,5,code_quality (1-10),6,rework_count,3
297,Company_T,1984-07-08,Female,36-40,Software Engineer,20,Development,Tamil,Tamil,University_N,5,2,5,1,2,57.25,2,19.16,2,20,18,2,24,Self-learning,5,0.45,28,62,3,Insurance Claims Platform,17,164,14,5.09,3,1,1,tasks_completed,16,project_delay (days),30,changing_relative_effort,81,sprint_velocity,32,team_velocity,70,stakeholder_satisfaction(1-5),5,milestone_completion_rate,3
298,Company_P,1985-05-10,Female,36-40,Software Engineer,19,Development,Tamil,Tamil,University_D,4,5,1,3,2,27.7,1,10.42,5,10,2,4,22,Formal training,4,0.61,53,87,11,Telecom Billing System,31,173,10,9.76,1,9,5,tasks_completed,13,project_delay (days),26,changing_relative_effort,63,sprint_velocity,46,team_velocity,47,stakeholder_satisfaction(1-5),2,milestone_completion_rate,4
299,Company_K,1994-04-17,Female,26-30,DevOps Engineer,10,DevOps,English,Sinhala,University_P,4,2,4,1,3,20.1,1,9.82,3,24,7,2,28,On-the-job learning,7,0.91,21,23,14,Digital Wallet Platform,13,64,11,7.37,0,9,3,total_test_cases_executed,13,total_pass_test_cases,11,total_bugs_detected,23,defect_reopened_count,4,total_documents_created,8,document_quality (1-5),4,test_execution_time (hrs),8
300,Company_J,1997-01-25,Female,26-30,Project Manager,7,Project Management,Sinhala,Tamil,University_F,3,4,5,5,5,54.74,2,16.76,1,3,9,5,36,Research & innovation,4,0.65,64,98,8,Microfinance Management System,20,142,3,1.7,2,3,3,total_test_cases_executed,22,total_pass_test_cases,15,total_bugs_detected,25,defect_reopened_count,0,total_documents_created,7,document_quality (1-5),1,test_execution_time (hrs),10
301,Company_F,1997-08-07,Female,26-30,Business Analyst,7,Business Analysis,Sinhala,Muslim,University_N,2,2,4,3,2,80.28,3,9.32,2,12,12,3,25,None observed,2,0.62,50,80,7,Payroll Automation,5,324,2,5.66,1,3,2,total_deployments,4,successful_deployments,1,deployment_time_efficiency,0.32,incident_count,2,system_downtime (hrs),10.5,automated_pipeline_stages,3,total_pipeline_stages,7
302,Company_E,2001-01-13,Male,20-25,Project Manager,3,Project Management,Tamil,Tamil,University_T,5,1,3,1,5,31.71,1,11.63,1,1,5,1,40,On-the-job learning,2,0.6,52,86,22,Marketing Management System,42,432,6,8.34,4,1,4,total_deployments,13,successful_deployments,6,deployment_time_efficiency,0.44,incident_count,5,system_downtime (hrs),18,automated_pipeline_stages,2,total_pipeline_stages,9
303,Company_S,2002-09-03,Female,20-25,DevOps Engineer,2,DevOps,Tamil,Tamil,University_F,5,2,1,2,5,67.35,2,21.2,5,18,2,2,24,Knowledge sharing,7,0.39,26,66,13,CRM Platform,4,213,13,1.1,2,3,3,total_deployments,19,successful_deployments,10,deployment_time_efficiency,0.93,incident_count,8,system_downtime (hrs),3.2,automated_pipeline_stages,5,total_pipeline_stages,9
304,Company_L,1980-06-14,Male,41-45,DevOps Engineer,24,DevOps,Tamil,Sinhala,University_T,5,1,5,1,3,99.45,5,4.27,2,21,17,3,10,Research & innovation,9,0.38,9,24,21,Medi Care App,24,352,8,3.13,0,4,0,tasks_completed,19,project_delay (days),0,changing_relative_effort,168,sprint_velocity,28,team_velocity,28,stakeholder_satisfaction(1-5),4,milestone_completion_rate,3
305,Company_L,1990-02-02,Male,31-35,Business Analyst,14,Business Analysis,Sinhala,Tamil,University_I,3,5,2,2,2,63.32,2,12.56,5,6,11,3,12,None observed,8,0.83,88,106,21,Medi Care App,27,366,3,1.26,0,0,1,total_deployments,4,successful_deployments,2,deployment_time_efficiency,0.9,incident_count,6,system_downtime (hrs),10.9,automated_pipeline_stages,2,total_pipeline_stages,5
306,Company_G,1992-12-08,Female,31-35,Project Manager,12,Project Management,English,Tamil,University_J,3,2,3,4,3,85.32,4,5.4,5,2,17,4,34,None observed,3,0.44,37,85,4,Loan Origination System,13,435,11,8.99,3,10,3,tasks_completed,4,project_delay (days),16,changing_relative_effort,185,sprint_velocity,25,team_velocity,56,stakeholder_satisfaction(1-5),3,milestone_completion_rate,3
307,Company_P,1992-05-18,Male,31-35,DevOps Engineer,12,DevOps,English,Sinhala,University_K,5,4,2,2,4,34.69,1,4.84,5,2,11,2,28,Research & innovation,8,0.8,59,74,11,Telecom Billing System,25,156,15,6.31,4,8,2,tasks_completed,10,project_delay (days),22,changing_relative_effort,166,sprint_velocity,51,team_velocity,29,stakeholder_satisfaction(1-5),4,milestone_completion_rate,1
308,Company_T,1996-03-03,Male,26-30,Software Engineer,8,Development,English,Sinhala,University_Q,4,1,4,4,3,68.86,2,13.22,2,11,20,3,1,On-the-job learning,9,0.62,40,65,3,Insurance Claims Platform,32,230,6,2.06,4,1,2,tasks_assigned,18,tasks_completed,7,tasks_on_time,2,bug_count,12,bugs_fixed_count,8,code_quality (1-10),5,rework_count,2
309,Company_P,1980-04-05,Male,41-45,Business Analyst,24,Business Analysis,English,Muslim,University_Q,5,4,3,1,1,73.58,3,23.34,5,12,20,2,23,Research & innovation,7,0.55,59,108,11,Telecom Billing System,21,172,3,5.79,2,3,4,tasks_assigned,27,tasks_completed,23,tasks_on_time,12,bug_count,12,bugs_fixed_count,6,code_quality (1-10),2,rework_count,5
310,Company_A,1987-08-16,Male,36-40,DevOps Engineer,17,DevOps,Tamil,Sinhala,University_L,5,2,2,3,3,88.7,4,4.35,5,8,18,1,32,Formal training,1,0.42,10,24,9,Customer Portal,46,292,8,4.01,1,4,0,total_test_cases_executed,31,total_pass_test_cases,0,total_bugs_detected,19,defect_reopened_count,11,total_documents_created,8,document_quality (1-5),3,test_execution_time (hrs),5
